GISYEARJOIN,IDyear_x,LAT,LON,AREA,Nviolations,Was complaint,Inspection Number,CrimeIsArson,CrimeIsOther,Structure_fire,Vehicle_fire,External_fire,Year Property Built,Assessed Land Value,Number of Units,Lot Area,COMH,COMM,COMO,COMR,GOVT,IND,MISC,MRES,SRES,UnkownUseType,A,B,C,D,S,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008,H8C001,H8C002,H8C003,H8C004,H8C005,H8C006,H8C007,H8C008,H8C009,IFC001,IFF001,IFF002,IFF003,IFF004,Urban,SF_pred,VF_pred,EF_pred,minyr,maxyr,sdyr,resunits
G060075003040010092016,2016,37.74819229999999,-122.4614482,14755.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1941.3,265287.6,0.9,4257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,57,45,0,0,8,0,0,4,19,16,13,3,0,3,3,2,1,19,19,10,8,1,1,0.0,0.0,0.0,1913.0,1985.0,19.22255279476981,18.0
G060075002620040042016,2016,37.7103803,-122.45675559999998,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002570220212016,2016,37.7281033,-122.4043439,12977.0,0.0,1.0,2.0,0.0,40.0,0.0,0.0,0.0,1931.166666666667,231868.16666666663,0.875,2409.375,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.75,0.0,0.0,0.0,0.0,1.0,0.0,106,13,2,0,78,0,13,0,29,25,15,10,6,4,4,4,0,33,29,11,9,9,1,0.0,0.0,0.0,1927.0,1954.0,7.851905606438588,27.0
G060075002570210032016,2016,37.7269037,-122.4038476,13003.0,4.0,0.0,4.0,0.0,25.0,0.0,0.0,0.0,1924.2592592592596,184792.2962962963,1.6296296296296295,2665.555555555556,0.0,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0,0.0,0.4074074074074074,0.4814814814814815,0.0,0.0,0.0,0.07407407407407407,0.925925925925926,0.0,241,49,13,0,117,0,44,18,62,47,22,25,4,21,15,10,5,64,62,12,3,47,1,0.0,0.0,0.0,1900.0,1979.0,23.072029568009338,32.0
G060075002300130072016,2016,37.72941289999999,-122.40198670000001,16197.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1935.7021276595747,202810.4680851064,1.0212765957446808,2385.5478723404253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.9787234042553192,0.0,0.0,0.0,0.0,0.9787234042553192,0.02127659574468085,224,22,10,0,177,0,9,6,55,43,28,15,4,11,12,7,5,58,55,28,18,9,1,0.0,0.0,0.0,1890.0,1962.0,16.069028938514865,47.0
G060075002570210092016,2016,37.725921299999996,-122.4025518,7891.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,1942.888888888889,271557.33333333326,2.1111111111111107,1999.2222222222226,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,1.0,0.0,86,8,9,0,42,0,25,2,23,21,12,9,3,6,2,2,0,24,23,1,0,22,1,0.0,0.0,0.0,1900.0,1975.0,25.63651242331471,13.0
G060075002300310082016,2016,37.732010200000005,-122.3972376,14007.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1942.854166666667,167755.58333333337,1.0,2219.2291666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.04166666666666666,192,11,48,0,85,0,45,3,48,37,20,17,5,12,11,10,1,49,48,35,6,7,1,0.0,0.0,0.0,1941.0,1949.0,1.8449422908961963,48.0
G060075002300320062016,2016,37.730163299999994,-122.3938707,12696.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1930.666666666667,177026.33333333337,1.0555555555555556,2464.206388888889,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.2222222222222222,0.75,0.0,0.0,0.0,0.0,0.9444444444444444,0.05555555555555555,223,22,19,1,102,5,48,26,47,39,25,14,4,10,8,6,2,48,47,15,4,28,1,0.0,0.0,0.0,1900.0,2000.0,28.32969164271696,36.0
G060075002330010002016,2016,37.72887720000001,-122.3939673,25651.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,1929.5454545454545,120796.27272727274,0.9090909090909092,2499.090909090909,0.0,0.0,0.0,0.09090909090909093,0.0,0.2727272727272727,0.0,0.09090909090909093,0.5454545454545454,0.0,0.0,0.0,0.18181818181818185,0.8181818181818182,0.0,38,10,13,0,4,0,11,0,9,9,6,3,0,3,0,0,0,9,9,3,4,2,1,0.0,0.0,0.0,1907.0,2000.0,22.265673893195434,19.0
G060075002340010272016,2016,37.720574400000004,-122.3930787,16823.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,1926.875,129071.475,1.1,2623.275,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.075,0.9,0.0,0.0,0.0,0.0,1.0,0.0,183,18,28,3,52,0,74,8,50,38,19,19,5,14,12,7,5,55,50,27,4,19,1,0.0,0.0,0.0,1907.0,1995.0,19.027472650017266,42.0
G060075003300040072016,2016,37.7346711,-122.4874258,21179.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1945.947368421053,340753.15789473685,1.0,4567.263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87,36,1,0,48,0,0,2,32,24,18,6,0,6,8,8,0,32,32,17,12,3,1,0.0,0.0,0.0,1941.0,1948.0,2.540002540003803,32.0
G060075003090060062016,2016,37.7323881,-122.47247220000001,16636.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1937.642857142857,316652.85714285716,1.0,4274.571428571428,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,1.0,0.0,27,23,3,0,0,0,1,0,8,6,6,0,0,0,2,1,1,9,8,7,1,0,1,0.0,0.0,0.0,1936.0,1943.0,1.7693034738588247,24.0
G060075003090050072016,2016,37.7328773,-122.4714432,6946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003090060022016,2016,37.7330453,-122.4729652,22061.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1943.4615384615383,453959.84615384607,1.3846153846153846,4296.384615384615,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,1.0,0.0,55,27,0,0,26,0,0,2,16,14,12,2,1,1,2,2,0,16,16,13,3,0,1,0.0,0.0,0.0,1937.0,1990.0,11.283823612795253,22.0
G060075003080030192016,2016,37.735766,-122.47103270000001,1909.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003080030042016,2016,37.7373019,-122.4698388,1528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003040050062016,2016,37.7439889,-122.4757083,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003050030012016,2016,37.747781700000004,-122.45299340000001,151381.0,4.0,1.0,11.0,0.0,42.0,0.0,0.0,0.0,1956.8444444444447,296105.6222222222,0.9888888888888888,3830.644444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.011111111111111113,0.0,0.0,0.9888888888888888,0.0,463,250,92,1,64,13,23,20,200,65,52,13,6,7,135,123,12,209,200,43,30,127,1,0.0,0.0,0.0,1956.0,2004.0,6.299322530106967,98.0
G060075003090050132016,2016,37.7331347,-122.4682673,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003090010022016,2016,37.7321744,-122.4642604,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003100020042016,2016,37.731409,-122.4553415,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003100020012016,2016,37.7315073,-122.45417659999998,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003040010042016,2016,37.7490086,-122.4612324,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075001010020122016,2016,37.8049032,-122.40978429999998,2732.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1922.142857142857,150121.0,3.4285714285714284,2142.018571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,43,28,0,0,15,0,0,0,21,9,9,0,0,0,12,7,5,22,21,0,4,17,1,0.0,0.0,0.0,1906.0,1955.0,22.682067597028947,7.0
G060075001010020152016,2016,37.804438399999995,-122.40967759999998,2852.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1938.4,536651.0,4.6,2465.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44,32,1,0,9,1,0,1,26,10,8,2,1,1,16,14,2,26,26,10,0,16,1,0.0,0.0,0.0,1927.0,1956.0,11.575836902790195,7.0
G060075001010020022016,2016,37.805423,-122.40793049999999,38168.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,1917.166666666667,321478.66666666674,2.1666666666666665,1787.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,410,158,9,0,224,0,8,11,274,90,74,16,2,14,184,175,9,285,274,25,9,240,1,0.0,0.0,0.0,1900.0,2002.0,36.59941688083719,22.0
G060075001070010062016,2016,37.7997205,-122.4111356,7448.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,1911.111111111111,392168.5555555556,4.0,2421.271111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.8888888888888888,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.9444444444444444,0.0,164,69,0,0,87,0,2,6,63,28,16,12,7,5,35,20,15,74,63,3,6,54,1,0.0,0.0,1.0,1906.0,1948.0,10.322882580069583,21.0
G060075001060030112016,2016,37.8000833,-122.4094703,4860.0,0.0,0.0,4.0,0.0,26.0,0.0,0.0,0.0,1907.333333333333,372656.66666666674,3.6666666666666665,1486.333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80,64,4,2,6,0,4,0,72,5,2,3,1,2,67,65,2,72,72,0,0,72,1,0.0,0.0,0.0,1906.0,1915.0,3.5023801430836183,6.0
G060075002520020102016,2016,37.743794,-122.41130009999999,22101.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,1940.555555555556,458431.22222222225,1.1111111111111112,2064.327777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.9444444444444444,0.05555555555555555,61,35,5,0,13,0,2,6,31,16,14,2,0,2,15,12,3,33,31,24,2,5,1,0.0,0.0,1.0,1870.0,2011.0,42.926293418680636,25.0
G060075003320110112016,2016,37.7269984,-122.4778673,2799.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003320110172016,2016,37.7208276,-122.4774723,2119.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003260210052016,2016,37.7622299,-122.4861692,19562.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1933.071428571429,229728.0892857143,1.6071428571428572,2569.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4107142857142857,0.5892857142857143,0.0,0.0,0.0,0.0,1.0,0.0,183,90,2,0,85,0,2,4,92,42,32,10,2,8,50,38,12,93,92,23,13,56,1,0.0,0.0,0.0,1913.0,1949.0,11.221500698305944,56.0
G060075003260210042016,2016,37.762277000000005,-122.48509750000001,19571.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1941.6938775510205,301285.5102040817,1.7551020408163265,2865.816326530612,0.0,0.061224489795918366,0.0,0.020408163265306117,0.0,0.0,0.0,0.5918367346938775,0.32653061224489793,0.0,0.0,0.0,0.0,1.0,0.0,257,74,6,0,152,3,3,19,80,52,38,14,5,9,28,10,18,91,80,21,10,49,1,0.0,0.0,0.0,1900.0,2007.0,28.12960758160403,48.0
G060075004770120072016,2016,37.779219299999994,-122.48198359999999,19625.0,0.0,1.0,2.0,0.0,32.0,0.0,0.0,0.0,1933.3695652173913,356625.4130434783,3.0217391304347827,2933.804347826087,0.0,0.0,0.0,0.08695652173913042,0.0,0.0,0.0,0.7608695652173914,0.15217391304347827,0.0,0.0,0.0,0.0,0.9782608695652174,0.021739130434782608,265,131,3,0,112,0,8,11,137,57,38,19,3,16,80,50,30,152,137,14,4,119,1,0.0,0.0,0.0,1907.0,1992.0,25.7068856851857,48.0
G060075003290210032016,2016,37.7545835,-122.4899294,19706.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1940.3636363636365,241985.29545454547,1.0227272727272727,2831.068181818182,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.9772727272727272,0.0,0.0,0.0,0.0,1.0,0.0,131,27,2,0,101,0,1,0,47,28,19,9,2,7,19,13,6,48,47,22,16,9,1,0.0,0.0,0.0,1940.0,2012.0,10.989256941028435,46.0
G060075003530010002016,2016,37.7506033,-122.4953355,8383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003290120082016,2016,37.746897600000004,-122.4944659,8557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003290230052016,2016,37.750755100000006,-122.4918147,19590.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1942.4,244955.78181818183,1.0,2582.090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,116,37,10,0,63,0,3,3,51,31,27,4,1,3,20,17,3,58,51,21,14,16,1,0.0,0.0,0.0,1942.0,1946.0,1.249935063248354,56.0
G060075003290210022016,2016,37.7546329,-122.4888584,19535.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,1939.9375,235638.34375,1.0,2717.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,95,25,1,0,68,1,0,0,37,24,17,7,4,3,13,10,3,40,37,10,13,14,1,0.0,0.0,0.0,1939.0,1986.0,7.938096055349655,34.0
G060075003290230002016,2016,37.750993900000005,-122.48645520000001,19509.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1940.8148148148148,246335.62962962964,1.0,2609.027777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,156,53,0,0,98,0,1,4,60,34,27,7,3,4,26,17,9,64,60,25,17,18,1,0.0,0.0,0.0,1938.0,1952.0,3.4799086639973797,55.0
G060075003290110022016,2016,37.749034,-122.48846599999999,19580.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1944.9259259259256,209472.59259259253,1.0,2664.240740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,175,68,0,4,94,0,2,7,60,45,33,12,3,9,15,12,3,66,60,23,14,23,1,0.0,0.0,0.0,1941.0,1953.0,3.5119840753273683,54.0
G060075003290120002016,2016,37.7472635,-122.486195,19518.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1940.666666666667,267207.862745098,1.0,2819.4901960784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,139,57,0,0,76,0,0,6,50,35,26,9,2,7,15,11,4,54,50,21,19,10,1,0.0,0.0,0.0,1925.0,1953.0,6.078376976353692,51.0
G060075003290130002016,2016,37.745399400000004,-122.48606550000001,19502.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1936.5098039215686,247648.94117647057,1.0,2815.797058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,151,39,4,1,103,0,0,4,52,42,36,6,1,5,10,9,1,54,52,27,19,6,1,0.0,0.0,0.0,1927.0,1951.0,6.512672413133068,51.0
G060075003300050082016,2016,37.7413044,-122.49407479999999,8569.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003530040082016,2016,37.7352786,-122.4939551,3985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003030220032016,2016,37.7524348,-122.4682578,14032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948.5,292930.33333333326,1.0,3165.833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73,40,0,0,32,0,0,1,31,19,17,2,0,2,12,9,3,32,31,21,8,2,1,0.0,0.0,0.0,1935.0,1960.0,6.061180019254312,32.0
G060075003030130062016,2016,37.7540636,-122.46824720000001,17191.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1963.2368421052633,336200.13157894736,1.0,3003.6905263157896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,92,37,0,0,51,0,1,3,41,32,26,6,5,1,9,7,2,42,41,26,13,2,1,0.0,0.0,0.0,1949.0,1976.0,8.596659064156128,43.0
G060075003030130082016,2016,37.753757799999995,-122.46613159999998,19493.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1929.041666666667,228389.39583333328,1.4791666666666667,2829.510416666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.6875,0.0,0.0,0.0,0.0,1.0,0.0,170,76,2,0,61,0,11,20,75,35,31,4,2,2,40,21,19,80,75,17,14,44,1,0.0,0.0,0.0,1900.0,1984.0,21.437179223517887,50.0
G060075003040020052016,2016,37.74735689999999,-122.4649896,10647.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1951.0,461354.5,1.0,3635.166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,39,32,0,0,7,0,0,0,14,12,11,1,1,0,2,1,1,15,14,12,2,0,1,0.0,0.0,0.0,1915.0,2014.0,26.324893162176352,15.0
G060075003010220132016,2016,37.7549652,-122.45950520000001,18254.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1960.8823529411768,312824.0294117647,1.0,3398.029411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90,56,2,0,30,0,0,2,36,20,18,2,0,2,16,13,3,38,36,20,10,6,1,0.0,0.0,0.0,1959.0,1963.0,1.3151918984428248,38.0
G060075003010220082016,2016,37.7538245,-122.4588785,10599.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1959.2857142857144,279215.9285714286,1.0,4434.857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,36,23,0,2,10,0,1,0,16,10,8,2,1,1,6,4,2,17,16,8,6,2,1,0.0,0.0,0.0,1959.0,1963.0,0.9701425001452956,17.0
G060075003030220122016,2016,37.75156079999999,-122.4639981,6841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.2,233084.6,1.0,4060.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28,17,0,0,4,0,0,7,9,9,8,1,0,1,0,0,0,9,9,5,4,0,1,0.0,0.0,0.0,1922.0,1931.0,2.973961069759402,10.0
G060075003040010022016,2016,37.7505036,-122.4625751,7640.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1932.7,438273.4,1.0,3926.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,34,21,0,0,12,0,0,1,13,9,8,1,1,0,4,1,3,13,13,9,3,1,1,0.0,0.0,0.0,1923.0,1951.0,9.796412454041388,12.0
G060075003080040062016,2016,37.7393843,-122.4692175,13263.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1924.1785714285716,381945.3214285714,1.0,3184.785714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65,48,0,0,12,0,0,5,29,20,17,3,2,1,9,7,2,29,29,14,11,4,1,0.0,0.0,0.0,1918.0,1953.0,8.042222323554467,29.0
G060075003080040012016,2016,37.740857399999996,-122.46751019999999,10321.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1925.3157894736842,341780.3157894737,1.0,3177.105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,46,37,1,0,6,0,0,2,20,16,10,6,3,3,4,4,0,20,20,12,6,2,1,0.0,0.0,0.0,1920.0,1974.0,11.766477807738376,20.0
G060075003080010092016,2016,37.7410334,-122.46398959999999,11947.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1926.0,363908.5,1.181818181818182,3295.318181818182,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.0,0.0,0.0,0.0,1.0,0.0,55,45,0,1,5,0,1,3,21,17,13,4,1,3,4,3,1,23,21,10,6,5,1,0.0,0.0,0.0,1915.0,1960.0,11.024922359975074,24.0
